Plugin,Menu,Section,Type,English,Japanese
"LazyCrucible","","","","Roster (familiars in the most battles' picks, number of battles): Diremite (3), Opo-opo (3), Ghost (3), Vulture (3), Antling (1), Mandragora (1), Worm (1), Hydra (1), Salamander (1), Sabotender (1), Dodo (1), Ice golem (1)","名簿 (最も多くの戦闘でピックされた使い魔、戦闘数): ディレマイト (3)、オポオポ (3)、ゴースト (3)、ヴァルチャー (3)、アントリング (1)、マンドラゴラ (1)、ワーム (1)、ヒドラ (1)、サラマンダー (1)、サボテンダー (1)、ドードー (1)、アイスゴーレム (1)"
"LazyCrucible","","","","Roster (familiars in the most battles' picks, number of battles): Ghost (5), Dodo (3), Diremite (3), Mantis (2), Bat (2), Rotting goobbue (2), Flying trap (2), Worm (2), Coeurl (2), Opo-opo (2), Sabotender (2), Vulture (1), Hydra (1), Salamander (1), Golem (1)","名簿 (最も多くの戦闘でピックされた使い魔、戦闘数): ゴースト (5)、ドードー (3)、ダイレマイト (3)、カマキリ (2)、コウモリ (2)、腐ったグーブー (2)、飛行 トラップ (2)、ワーム (2)、クァール (2)、オポオポ (2)、サボテンダー (2)、ハゲワシ (1)、ヒドラ (1)、サラマンダー(1)、ゴーレム(1)"
"LazyCrucible","","","","Roster (familiars in the most battles' picks, number of battles): Vulture (2), Dodo (2), Ghost (2), Spriggan (1), Gigantoad (1), Worm (1), Cu Sith (1), Coeurl (1), Squirrel (1), Opo-opo (1), Diremite (1), Behemoth (1)","メンバー：ハゲワシ（2）、ドードー（2）、ゴースト（2）、スプリガン（1）、ギガントード（1）、ワーム（1）、クー・シス（1）、クァール（1）、リス（1）、オポオポ（1）、ディレマイト（1）、ベヒモス（1）。"
"LazyCrucible","","","","Roster (familiars in the most battles' picks, number of battles): Vulture (2), Gigantoad (1), Ziz (1), Spriggan (1), Coeurl (1), Hydra (1), Opo-opo (1), Flying trap (1), Salamander (1), Cu Sith (1)","名簿 (最も多くの戦闘でピックされた使い魔、戦闘数): ハゲタカ (2)、ギガントード (1)、ジズ (1)、スプリガン (1)、クァール (1)、ヒドラ (1)、オポオポ (1)、飛行 トラップ (1)、サラマンダー (1)、クー・シス (1)"
"LazyCrucible","","","","Rotten Breath / Tail Drive (5 s)","腐った息/テールドライブ(5秒)"
"LazyCrucible","","","","Rotten Stench (6 s)","腐った悪臭(6秒)"
"LazyCrucible","","","","Rotting goobbue","腐ったネチズン"
"LazyCrucible","","","","Rotting goobbue: earth x2, Scouring Ash","腐ったネバネバ：土×2、精錬灰"
"LazyCrucible","","","","Roulette (5 s)","ルーレット(5秒)"
"LazyCrucible","","","","row 1, enemy","行 1、敵"
"LazyCrucible","","","","row 10, boss","行 10、ボス"
"LazyCrucible","","","","row 10, enemy","行 10、敵"
"LazyCrucible","","","","row 10, random space (enemy)","行 10、ランダムスペース（敵）"
"LazyCrucible","","","","row 12, boss","行 12、ボス"
"LazyCrucible","","","","row 12, random space (enemy)","行 12、ランダムスペース（敵）"
"LazyCrucible","","","","row 13, elite","行 13、エリート"
"LazyCrucible","","","","row 13, random space (elite)","行 13、ランダムスペース（エリート）"
"LazyCrucible","","","","row 14, boss","行 14、ボス"
"LazyCrucible","","","","row 2, elite","行 2、エリート"
"LazyCrucible","","","","row 2, enemy","行 2、敵"
"LazyCrucible","","","","row 2, random space (enemy)","行 2、ランダムスペース（敵）"
"LazyCrucible","","","","row 3, elite","行 3、エリート"
"LazyCrucible","","","","row 3, enemy","行 3、敵"
"LazyCrucible","","","","row 3, random space (enemy)","行 3、ランダムスペース（敵）"
"LazyCrucible","","","","row 4, elite","行 4、エリート"
"LazyCrucible","","","","row 4, enemy","行 4、敵"
"LazyCrucible","","","","row 4, random space (enemy)","行 4、ランダムスペース（敵）"
"LazyCrucible","","","","row 5, elite","行 5、エリート"
"LazyCrucible","","","","row 5, enemy","行 5、敵"
"LazyCrucible","","","","row 6, elite","行 6、エリート"
"LazyCrucible","","","","row 6, enemy","行 6、敵"
"LazyCrucible","","","","row 6, random space (enemy)","行 6、ランダムスペース（敵）"
"LazyCrucible","","","","row 7, elite","行 7、エリート"
"LazyCrucible","","","","row 7, enemy","行 7、敵"
"LazyCrucible","","","","row 7, random space (elite)","行 7、ランダムスペース（エリート）"
"LazyCrucible","","","","row 8, elite","行 8、エリート"
"LazyCrucible","","","","row 8, random space (enemy)","行 8、ランダムスペース（敵）"
"LazyCrucible","","","","row 9, boss","行 9、ボス"
"LazyCrucible","","","","row 9, elite","行 9、エリート"
"LazyCrucible","","","","row 9, enemy","行 9、敵"
"LazyCrucible","","","","Ruinous Expansion / Contraction (6 s)","破滅的な拡張/収縮 (6 秒)"
"LazyCrucible","","","","Ruinous Ring / Ruinous Locus (6 s)","破滅のリング/破滅の軌跡(6秒)"
"LazyCrucible","","","","Rupture (7 s)","ラプチャー(7秒)"
"LazyCrucible","","","","Rushing Roar (5.9 s)","突進の咆哮(5.9秒)"
"LazyCrucible","","","","Rustling Breeze (7 s)","そよぐそよ風 (7秒)"
"LazyCrucible","","","","Sabotender",""
"LazyCrucible","","","","Sabotender: piercing","サボテンダー: ピアス"
"LazyCrucible","","","","Sabotender: piercing x2, crowd control","サボテンダー: ピアス x2、群衆 加工精度"
"LazyCrucible","","","","Sabotender: piercing x3, crowd control","サボテンダー: ピアス x3、群衆 加工精度"
"LazyCrucible","","","","Sabotender: piercing, crowd control","サボテンダー: ピアス、群衆 加工精度"
"LazyCrucible","","","","Salamander",""
"LazyCrucible","","","","Salamander: water","サラマンダー：水"
"LazyCrucible","","","","Salamander: water x2","サラマンダー：水×2"
"LazyCrucible","","","","Salamander: water x2, Quelling Wave for wisps","サラマンダー：水×2、ウィスプ用の鎮波波"
"LazyCrucible","","","","Sand Breath (9 s)","サンドブレス(9秒)"
"LazyCrucible","","","","Sand Tempest (5 s)","サンドテンペスト(5秒)"
"LazyCrucible","","","","Sapling spawn","苗木の出現"
"LazyCrucible","","","","Scalding Scolding (6 s)","やけどする 叱る（6秒）"
"LazyCrucible","","","","Scorched Earth","焦土"
"LazyCrucible","","","","Scorching Smite (6 s)","スコーチング・スマイト(6秒)"
"LazyCrucible","","","","Scorching Smite (teleport) (9.3 s)","スコーチング・スマイト（テレポート）（9.3秒）"
"LazyCrucible","","","","Score goal for feeding","フィードでゴールを決める"
"LazyCrucible","","","","Scouring Ash (Ashkin) or Ultrasonics (bat) for Windburn when convenient","必要に応じて、ウィンドバーン用の精練灰 (アシュキン) または超音波 (バット)"
"LazyCrucible","","","","Scouring Ash (Ashkin), Ultrasonics (bat) or an antidote for Cold Caress poison","精練灰（アシュキン）、超音波（バット）、またはコールド・ケアス毒の解毒剤"
"LazyCrucible","","","","Scouring Ash (Ashkin), Ultrasonics (bat) or Eye Drops for Sand Breath blind","磨き灰（アシュキン）、超音波（バット）、または砂息盲目用の目薬"
"LazyCrucible","","","","Scouring Ash for paralysis","麻痺を治すための灰を磨く"
"LazyCrucible","","","","Scouring Ash for Void Paralyze paralysis","ボイド麻痺麻痺用の精練灰"
"LazyCrucible","","","","Scouring Ash removes petrify","精錬灰は石化を除去します"
"LazyCrucible","","","","Sea of Pitch (3 s)","ピッチの海 (3 秒)"
"LazyCrucible","","","","Second add wave (3 s)","雑魚敵／追加出現 の 2 番目の波 (3 秒)"
"LazyCrucible","","","","Second Board of the Unbroken: L40, beast rank 10","Unbroken の第 2 ボード: L40、ビースト ランク 10"
"LazyCrucible","","","","Second Master's Board: L50 / iL135, beast rank 25","第二マスターズボード：L50/iL135、獣ランク25"
"LazyCrucible","","","","Seeding Needles (5 s)","播種針 (5 秒)"
"LazyCrucible","","","","Seeding Needles (6 s)","播種針 (6 秒)"
"LazyCrucible","","","","Seeding Needles (room-wide) (5 s)","シーディングニードル (部屋全体) (5 秒)"
"LazyCrucible","","","","Seedling Pieces","苗片"
"LazyCrucible","","","","Seedlings together with the Morbol; the Carrion Broth can be skipped","苗木とモルボル。 Carrion Brothはスキップできます"
"LazyCrucible","","","","Selection screens (only when you open them; never walks, starts a battle, rests, sells or leaves)","選択画面（開いたときのみ、決して歩くこと、戦闘を開始すること、休憩すること、売ること、離れることはありません）"
"LazyCrucible","","","","Self-destruct (20 s)","自爆(20秒)"
"LazyCrucible","","","","Self-destruct (8 s)","自爆(8秒)"
"LazyCrucible","","","","Sheet of Ice (5.5 s)","氷のシート (5.5 秒)"
"LazyCrucible","","","","Shockwave (6 s)","衝撃波 (6秒)"
"LazyCrucible","","","","Shop: buy what the fights ahead call for","ショップ: これからの戦いに必要なものを買う"
"LazyCrucible","","","","Silkscreen (3.5 s)","シルクスクリーン (3.5 秒)"
"LazyCrucible","","","","Silkscreen (5 s)","シルクスクリーン (5 秒)"
"LazyCrucible","","","","Sinister Gleam (6.5 s)","邪悪な輝き(6.5秒)"
"LazyCrucible","","","","siren piece (elite)","サイレンピース（エリート）"
"LazyCrucible","","","","Siren Piece + Shambling Piece + Crawling Piece","セイレンのピース + よろめきのピース + 這うピース"
"LazyCrucible","","","","Siren Piece + Shambling Piece + Crawling Piece (elite)","セイレンピース + シャンブリングピース + 這うピース (エリート)"
"LazyCrucible","","","","siren piece: Piercing; shambling piece: Fire; crawling piece: Fire","サイレンピース: ピアス;よろめきのピース: 火。這う駒：火"
"LazyCrucible","","","","Skip poison beasts: she resists poison","毒獣をスキップ: 彼女は毒に抵抗します"
"LazyCrucible","","","","Skip poison beasts: the Banemite resists poison","毒獣をスキップ: ベネマイトは毒に抵抗します"
"LazyCrucible","","","","Skull Splinter (5 s)","頭蓋骨の破片 (5秒)"
"LazyCrucible","","","","slashing",""
"LazyCrucible","","","","Slashing damage (its weakness) for the whole fight","戦闘全体に斬撃ダメージ（弱点）"
"LazyCrucible","","","","slashing x3, crowd control","斬撃×3、群衆 加工精度"
"LazyCrucible","","","","slashing, crowd control","斬撃、群衆 加工精度"
"LazyCrucible","","","","Smashing Stamp (3 s)","スマッシングスタンプ(3秒)"
"LazyCrucible","","","","Smite of Excessive Rage (7 s)","過剰な怒りの打撃(7秒)"
"LazyCrucible","","","","Snarl-parting Erratic Blaster, kill the sprites, get behind Charged Lightning.","うなり声を上げてエラティックブラスターを破壊し、スプライトを倒し、チャージドライトニングの後ろに回りましょう。"
"LazyCrucible","","","","Song of Torment (5 s)","苦しみの歌(5秒)"
"LazyCrucible","","","","Soul Crush","ソウルクラッシュ"
"LazyCrucible","","","","Soul Crush (Soulkin borrow) for Rupture; near-mandatory","ラプチャー用のソウルクラッシュ（ソウルキンの借用）。ほぼ必須"
"LazyCrucible","","","","Soul Crush (Soulkin borrow) taken before the pull, for Dreadwash","開戦／釣る の前に取得された Soul Crush (Soulkin の借用)、Dreadwash 用"
"LazyCrucible","","","","Soul Crush (Soulkin borrow) taken before the pull, for Rallying Cheer","開戦／釣る の前に撮影された Soul Crush (Soulkin の借用)、Rallying Cheer 用"
"LazyCrucible","","","","Soul Douse (5 s)","ソウルドーズ(5秒)"
"LazyCrucible","","","","Soulreaper's Armor gives full Doom resistance","ソウルリーパーの鎧は完全な破滅耐性を与えます"
"LazyCrucible","","","","Soulreaper's Armor: the only Doom resist","Soulreaper's Armor: 唯一のドゥーム耐性"
"LazyCrucible","","","","Sphinx Piece","スフィンクスの欠片"
"LazyCrucible","","","","sphinx piece (enemy)","スフィンクスのピース（敵）"
"LazyCrucible","","","","Sphinx Piece (enemy)","スフィンクスの欠片（敵）"
"LazyCrucible","","","","sphinx piece: Slashing","スフィンクスピース：斬撃"
"LazyCrucible","","","","Spinner-rook Pieces (3 s)","スピナールークの駒 (3 秒)"
"LazyCrucible","","","","Spirit of Pompetition (3 s)","スピリット・オブ・ポンペティション (3秒)"
